utterance,visId,gt,dataset,gtId,id
"Please draw a stacked bar chart with rounded corners to show the count broken by different gold and positions, with the colors representing the positions. ",exp-71,"{'mark': {'type': 'bar'}, 'encoding': {'x': {'field': 'gold', 'type': 'nominal'}, 'y': {'aggregate': 'count'}, 'color': {'field': 'position'}}, 'config': {'bar': {'cornerRadiusTopLeft': 8, 'cornerRadiusTopRight': 8}}, 'data': {'url': 'ROV.json'}}",rov,exp-71,exp-71
Create a bar chart to display the number of different classes and add a minimap for interaction. ,exp-72,"{'hconcat': [{'mark': 'bar', 'transform': [{'filter': {'selection': 'brush'}}], 'encoding': {'y': {'field': 'class', 'type': 'nominal', 'axis': {'minExtent': 200}, 'sort': '-x'}, 'x': {'aggregate': 'count', 'scale': {'domain': [0, 6]}, 'axis': {'orient': 'top'}}}}, {'height': 200, 'width': 50, 'selection': {'brush': {'type': 'interval', 'encodings': ['y']}}, 'mark': 'bar', 'encoding': {'y': {'field': 'class', 'type': 'nominal', 'sort': '-x', 'axis': None}, 'x': {'aggregate': 'count', 'axis': None}}}], 'data': {'url': 'race.json'}}",race,exp-72,exp-72
"Draw a heatmap with position on x, birth country on y, and mean games played on color.",exp-73,"{'mark': {'type': 'rect'}, 'encoding': {'y': {'field': 'position', 'type': 'nominal'}, 'x': {'field': 'birth_country', 'type': 'ordinal'}, 'color': {'aggregate': 'mean', 'field': 'games_played'}}, 'config': {'axis': {'grid': True, 'tickBand': 'extent'}}, 'data': {'url': 'MLS_pl_2021_stats_w_2022_salaries.json'}}",mls_pl_2021_stats_w_2022_salaries,exp-73,exp-73
"Create a visualization that shows the average of side jobs versus the date for each month, with a red line indicating the mean values. ",exp-74,"{'layer': [{'mark': 'bar', 'encoding': {'x': {'timeUnit': 'month', 'field': 'datetime', 'type': 'ordinal'}, 'y': {'aggregate': 'mean', 'field': 'windspeed', 'type': 'quantitative'}}}, {'mark': 'rule', 'encoding': {'y': {'aggregate': 'mean', 'field': 'windspeed', 'type': 'quantitative'}, 'color': {'value': 'firebrick'}, 'size': {'value': 3}}}], 'data': {'url': 'yulu_bike_sharing_dataset.json'}}",yulu_bike_sharing_dataset,exp-74,exp-74
Visualize the distribution of data by plotting a heatmap based on pts_max and win_shares_per_48_minutes.,exp-75,"{'mark': {'type': 'rect'}, 'width': 300, 'height': 200, 'encoding': {'x': {'bin': {'maxbins': 60}, 'field': 'win_shares_per_48_minutes', 'type': 'quantitative'}, 'y': {'bin': {'maxbins': 40}, 'field': 'pts_max', 'type': 'quantitative'}, 'color': {'aggregate': 'count', 'type': 'quantitative'}}, 'config': {'view': {'stroke': 'transparent'}}, 'data': {'url': 'nba_cleaned.json'}}",nba_cleaned,exp-75,exp-75
Produce a min-max vertical box plot to compare the month of different years?,exp-76,"{'mark': {'type': 'boxplot', 'extent': 'min-max'}, 'encoding': {'x': {'field': 'year', 'type': 'nominal'}, 'color': {'field': 'year', 'type': 'nominal', 'legend': None}, 'y': {'field': 'month', 'type': 'quantitative', 'scale': {'zero': False}}}, 'data': {'url': 'CPI.json'}}",cpi,exp-76,exp-76
Please design a donut chart to show the count of obs flags.,exp-77,"{'mark': {'type': 'arc', 'innerRadius': 50}, 'encoding': {'theta': {'type': 'quantitative', 'aggregate': 'count'}, 'color': {'field': 'obs_flag', 'type': 'nominal'}}, 'data': {'url': 'prc_hpi_a__custom_5188771_page_linear.json'}}",prc_hpi_a__custom_5188771_page_linear,exp-77,exp-77
What is the sum of total wins broken by foot and position? Draw a horizontal bar chart with color showing the position.,exp-78,"{'mark': {'type': 'bar'}, 'encoding': {'x': {'aggregate': 'sum', 'field': 'total_wins'}, 'y': {'field': 'foot'}, 'color': {'field': 'position'}}, 'data': {'url': 'MLS_pl_2021_stats_w_2022_salaries.json'}}",mls_pl_2021_stats_w_2022_salaries,exp-78,exp-78
"A scatterplot showing season on x and windspeed on y, with both point size and color encodings casual.",exp-79,"{'mark': {'type': 'point'}, 'encoding': {'x': {'field': 'season', 'type': 'quantitative'}, 'y': {'field': 'windspeed', 'type': 'quantitative'}, 'color': {'field': 'casual', 'type': 'quantitative'}, 'size': {'field': 'casual', 'type': 'quantitative'}}, 'data': {'url': 'yulu_bike_sharing_dataset.json'}}",yulu_bike_sharing_dataset,exp-79,exp-79
A scatterplot for quantity and postal codes with binned discount on colors.,exp-80,"{'mark': {'type': 'point'}, 'encoding': {'x': {'field': 'postal code', 'type': 'quantitative'}, 'y': {'field': 'quantity', 'type': 'quantitative'}, 'color': {'bin': True, 'field': 'discount'}}, 'data': {'url': 'SampleSuperstore.json'}}",samplesuperstore,exp-80,exp-80
"Create a visual representation of the sum of buying versus year, separated by currency, in a stacked area chart centered middle.",exp-81,"{'width': 300, 'height': 200, 'mark': {'type': 'area'}, 'encoding': {'x': {'timeUnit': 'yearmonth', 'field': 'date', 'axis': {'domain': False, 'format': '%Y', 'tickSize': 0}}, 'y': {'aggregate': 'sum', 'field': 'buying', 'stack': 'center'}, 'color': {'field': 'currency'}}, 'data': {'url': 'currency.json'}}",currency,exp-81,exp-81
Construct a histogram of 7-day percentage with a bin space of 2!,exp-82,"{'mark': {'type': 'bar', 'binSpacing': 2}, 'encoding': {'x': {'bin': True, 'field': 'percentage_7d_avg'}, 'y': {'aggregate': 'count'}}, 'data': {'url': 'covid19_variant.json'}}",covid19_variant,exp-82,exp-82
Create an error bar of levels with a black dot showing the mean value of levels.,exp-83,"{'layer': [{'mark': 'errorbar', 'encoding': {'x': {'field': 'level', 'type': 'quantitative', 'scale': {'zero': False}}}}, {'mark': {'type': 'point', 'filled': True, 'color': 'black'}, 'encoding': {'x': {'field': 'level', 'aggregate': 'mean', 'type': 'quantitative'}}}], 'data': {'url': 'ROV.json'}}",rov,exp-83,exp-83
Could you please create a stacked bar chart to demonstrate the sum of actual by year and month?,exp-84,"{'mark': {'type': 'bar'}, 'encoding': {'x': {'field': 'year'}, 'y': {'aggregate': 'sum', 'field': 'actual'}, 'color': {'field': 'month'}}, 'data': {'url': 'CPI.json'}}",cpi,exp-84,exp-84
"Create a visualization which depicts height on the x-axis, the number of children on the y-axis, and the party as the color of the bubbles.",exp-85,"{'mark': {'type': 'point'}, 'encoding': {'x': {'field': 'height', 'type': 'quantitative'}, 'y': {'field': 'children', 'type': 'quantitative'}, 'color': {'field': 'party', 'type': 'nominal'}}, 'data': {'url': 'presidents.json'}}",presidents,exp-85,exp-85
Create a vertical histogram of luck with a red line indicating its mean.,exp-86,"{'layer': [{'mark': 'bar', 'encoding': {'x': {'field': 'luck', 'bin': True}, 'y': {'aggregate': 'count'}}}, {'mark': 'rule', 'encoding': {'x': {'aggregate': 'mean', 'field': 'luck'}, 'color': {'value': 'red'}, 'size': {'value': 5}}}], 'data': {'url': 'Kenpom-leaky.json'}}",kenpom-leaky,exp-86,exp-86
Could you draw a chart with rule marks to illustrate the minimum and maximum percentage_7d_avg for variant names?,exp-87,"{'mark': {'type': 'rule'}, 'encoding': {'x': {'field': 'variant_name'}, 'y': {'field': 'percentage_7d_avg', 'aggregate': 'min'}, 'y2': {'field': 'percentage_7d_avg', 'aggregate': 'max'}}, 'data': {'url': 'covid19_variant.json'}}",covid19_variant,exp-87,exp-87
Represent the range and mean values of sos_adj_em for each conference using vertical error bar charts with points indicating the mean value.,exp-88,"{'layer': [{'mark': 'errorbar', 'encoding': {'y': {'field': 'sos_adj_em', 'type': 'quantitative', 'scale': {'zero': False}}, 'x': {'field': 'conference', 'type': 'ordinal'}}}, {'mark': {'type': 'point', 'filled': True}, 'encoding': {'y': {'field': 'sos_adj_em', 'type': 'quantitative', 'aggregate': 'mean'}, 'x': {'field': 'conference', 'type': 'ordinal'}}}], 'data': {'url': 'Kenpom-leaky.json'}}",kenpom-leaky,exp-88,exp-88
Graph the total low values over time in a vertical area chart.,exp-89,"{'mark': {'type': 'area', 'interpolate': 'monotone'}, 'encoding': {'x': {'aggregate': 'sum', 'field': 'low'}, 'y': {'timeUnit': 'year', 'field': 'date'}}, 'data': {'url': 'Brazilian Corn Futures.json'}}",brazilian corn futures,exp-89,exp-89
Draw a vertical error bar of levels with a black dot showing the mean value of levels.,exp-90,"{'layer': [{'mark': 'errorbar', 'encoding': {'y': {'field': 'level', 'type': 'quantitative', 'scale': {'zero': False}}}}, {'mark': {'type': 'point', 'filled': True, 'color': 'black'}, 'encoding': {'y': {'field': 'level', 'aggregate': 'mean', 'type': 'quantitative'}}}], 'data': {'url': 'ROV.json'}}",rov,exp-90,exp-90
"Make a scatterplot with the variables of left_foot_goal on the x-axis, ground_duel_lost on the y-axis, penalty_goal as a color, and assist as size and draw it with a custom star mark.",exp-91,"{'mark': {'type': 'point'}, 'encoding': {'x': {'field': 'left_foot_goal', 'type': 'quantitative'}, 'y': {'field': 'ground_duel_lost', 'type': 'quantitative'}, 'color': {'field': 'penalty_goal', 'type': 'nominal'}, 'size': {'field': 'assist', 'type': 'quantitative'}, 'shape': {'value': 'M0,0.2L0.2351,0.3236 0.1902,0.0618 0.3804,-0.1236 0.1175,-0.1618 0,-0.4 -0.1175,-0.1618 -0.3804,-0.1236 -0.1902,0.0618 -0.2351,0.3236 0,0.2Z'}}, 'data': {'url': 'MLS_pl_2021_stats_w_2022_salaries.json'}}",mls_pl_2021_stats_w_2022_salaries,exp-91,exp-91
"Make a scatterplot with the variables of total wins on the x-axis, total losses on the y-axis, positions as a color, and assist as size and draw it with a custom star mark.",exp-92,"{'mark': {'type': 'point'}, 'encoding': {'x': {'field': 'total_wins', 'type': 'quantitative'}, 'y': {'field': 'total_losses', 'type': 'quantitative'}, 'color': {'field': 'position', 'type': 'nominal'}, 'size': {'field': 'assist', 'type': 'quantitative'}, 'shape': {'value': 'M0,0.2L0.2351,0.3236 0.1902,0.0618 0.3804,-0.1236 0.1175,-0.1618 0,-0.4 -0.1175,-0.1618 -0.3804,-0.1236 -0.1902,0.0618 -0.2351,0.3236 0,0.2Z'}}, 'data': {'url': 'MLS_pl_2021_stats_w_2022_salaries.json'}}",mls_pl_2021_stats_w_2022_salaries,exp-92,exp-92
"Can you illustrate the median, minimum, and maximum of points_per_game for different teams using a vertical box plot?",exp-93,"{'mark': {'type': 'boxplot', 'extent': 'min-max'}, 'encoding': {'x': {'field': 'team', 'type': 'nominal'}, 'color': {'field': 'team', 'type': 'nominal', 'legend': None}, 'y': {'field': 'points_per_game', 'type': 'quantitative', 'scale': {'zero': False}}}, 'data': {'url': 'nba_cleaned.json'}}",nba_cleaned,exp-93,exp-93
Create a graph that shows the relationship between rank and luck_rank using filled points in a scatterplot.,exp-94,"{'mark': {'type': 'point', 'filled': True}, 'encoding': {'x': {'field': 'rank', 'type': 'quantitative'}, 'y': {'field': 'luck_rank', 'type': 'quantitative'}}, 'data': {'url': 'Kenpom-leaky.json'}}",kenpom-leaky,exp-94,exp-94
"Visualize minutes_played_per_game on the x-axis, age on the y-axis, and differentiate teams with different colors in a scatterplot.",exp-95,"{'mark': {'type': 'point'}, 'encoding': {'x': {'field': 'minutes_played_per_game', 'type': 'quantitative'}, 'y': {'field': 'age', 'type': 'quantitative'}, 'color': {'field': 'team', 'type': 'nominal'}}, 'data': {'url': 'nba_cleaned.json'}}",nba_cleaned,exp-95,exp-95
Create a line chart with stroke circles to illustrate the average ranks by year and conference.,exp-96,"{'mark': {'type': 'line', 'point': {'filled': False, 'fill': 'white'}}, 'encoding': {'x': {'timeUnit': 'year', 'field': 'season'}, 'y': {'aggregate': 'mean', 'field': 'rank', 'type': 'quantitative'}, 'color': {'field': 'conference', 'type': 'nominal'}}, 'data': {'url': 'Kenpom-leaky.json'}}",kenpom-leaky,exp-96,exp-96
Draw a stacked bar chart showing the count broken by different parties and religion.,exp-97,"{'mark': {'type': 'bar'}, 'encoding': {'x': {'field': 'religion', 'type': 'nominal'}, 'y': {'aggregate': 'count', 'type': 'quantitative'}, 'color': {'field': 'party', 'type': 'nominal'}}, 'data': {'url': 'presidents.json'}}",presidents,exp-97,exp-97
Make a plot with the opacity showing price to demonstrate the connection between prices and diameters.,exp-98,"{'mark': {'type': 'point'}, 'encoding': {'x': {'field': 'diameter', 'type': 'quantitative'}, 'y': {'field': 'price_cad', 'type': 'quantitative'}, 'opacity': {'field': 'price_cad', 'type': 'quantitative'}}, 'data': {'url': 'pizza_v2.json'}}",pizza_v2,exp-98,exp-98
Visualize the distribution of returns with a density area chart?,exp-99,"{'width': 400, 'height': 100, 'transform': [{'density': 'returns'}], 'mark': {'type': 'area'}, 'encoding': {'x': {'field': 'value', 'type': 'quantitative'}, 'y': {'field': 'density', 'type': 'quantitative'}}, 'data': {'url': 'Brazilian Corn Futures.json'}}",brazilian corn futures,exp-99,exp-99
Plot an error bar graph with a black point for the mean of atemp!,exp-100,"{'layer': [{'mark': 'errorbar', 'encoding': {'x': {'field': 'atemp', 'type': 'quantitative', 'scale': {'zero': False}}}}, {'mark': {'type': 'point', 'filled': True, 'color': 'black'}, 'encoding': {'x': {'field': 'atemp', 'aggregate': 'mean', 'type': 'quantitative'}}}], 'data': {'url': 'yulu_bike_sharing_dataset.json'}}",yulu_bike_sharing_dataset,exp-100,exp-100
Create a histogram to visualize the distribution of residual_sugar.,exp-101,"{'mark': {'type': 'bar'}, 'encoding': {'x': {'bin': True, 'field': 'residual_sugar'}, 'y': {'aggregate': 'count'}}, 'data': {'url': 'Wine_Quality_Data.json'}}",wine_quality_data,exp-101,exp-101
Design a chart to show the connection between final exam and avg grade in Q1.,exp-102,"{'mark': {'type': 'point'}, 'encoding': {'x': {'field': 'final_exam', 'type': 'quantitative'}, 'y': {'field': 'avg_grade_q1', 'type': 'quantitative'}}, 'data': {'url': 'Students_gamification_grades.json'}}",students_gamification_grades,exp-102,exp-102
A point graph with value on x.,exp-103,"{'mark': {'type': 'point'}, 'encoding': {'x': {'field': 'value', 'type': 'quantitative'}}, 'data': {'url': 'real_interest_rate_by_country.json'}}",real_interest_rate_by_country,exp-103,exp-103
Visualize the average of damage dealt grouped by positions on a bar chart.,exp-104,"{'mark': {'type': 'bar'}, 'encoding': {'x': {'field': 'position'}, 'y': {'aggregate': 'mean', 'field': 'damage dealt'}}, 'data': {'url': 'ROV.json'}}",rov,exp-104,exp-104
Draw a histogram of business zip codes with at most 20 bins.,exp-105,"{'mark': {'type': 'bar'}, 'encoding': {'x': {'bin': {'maxbins': 20}, 'field': 'business zipcode'}, 'y': {'aggregate': 'count'}}, 'data': {'url': 'women_owned_business.json'}}",women_owned_business,exp-105,exp-105
"Make a box plot of median, min, and max subscriber counts for genre, with all raw data points as dots!",exp-106,"{'width': 500, 'layer': [{'mark': {'type': 'boxplot', 'outliers': False}, 'encoding': {'y': {'field': 'genre', 'type': 'nominal'}, 'x': {'field': 'subscriber_count', 'type': 'quantitative'}}}, {'mark': 'circle', 'encoding': {'y': {'field': 'genre', 'type': 'nominal'}, 'x': {'field': 'subscriber_count', 'type': 'quantitative'}, 'color': {'value': 'black'}, 'opacity': {'value': 0.2}}}], 'data': {'url': 'top-300-youtube-channels.json'}}",top-300-youtube-channels,exp-106,exp-106
"Create a botxplot of prices for different teams, which will show the mean values upon hovering?",exp-107,"{'mark': {'type': 'boxplot'}, 'encoding': {'y': {'field': 'team', 'type': 'nominal'}, 'x': {'field': 'price (us$)', 'type': 'quantitative', 'scale': {'zero': False}}, 'tooltip': {'field': 'price (us$)', 'aggregate': 'mean'}}, 'data': {'url': 'auction_2023.json'}}",auction_2023,exp-107,exp-107
Draw an error bar of jurisdiction_code with a black dot that indicates the mean jurisdiction_code. ,exp-108,"{'layer': [{'mark': 'errorbar', 'encoding': {'x': {'field': 'jurisdiction_code', 'type': 'quantitative', 'scale': {'zero': False}}}}, {'mark': {'type': 'point', 'filled': True, 'color': 'black'}, 'encoding': {'x': {'field': 'jurisdiction_code', 'aggregate': 'mean', 'type': 'quantitative'}}}], 'data': {'url': 'NYPD_Shooting_Incident_Data__Year_To_Date_.json'}}",nypd_shooting_incident_data__year_to_date_,exp-108,exp-108
Visualize the sum of points_per_game with a bar chart.,exp-109,"{'mark': {'type': 'bar'}, 'encoding': {'x': {'aggregate': 'sum', 'field': 'points_per_game'}}, 'data': {'url': 'nba_cleaned.json'}}",nba_cleaned,exp-109,exp-109
"Show adj_d on the x-axis, sos_adj_em_rank on the y-axis, and distinguish conferences with different colors in a scatterplot.",exp-110,"{'mark': {'type': 'point'}, 'encoding': {'x': {'field': 'adj_d', 'type': 'quantitative'}, 'y': {'field': 'sos_adj_em_rank', 'type': 'quantitative'}, 'color': {'field': 'conference', 'type': 'nominal'}}, 'data': {'url': 'Kenpom-leaky.json'}}",kenpom-leaky,exp-110,exp-110
Generate a mosaic chart to demonstrate the distribution of segment and postal codes.,exp-111,"{'transform': [{'aggregate': [{'op': 'count', 'as': 'count_*'}], 'groupby': ['segment', 'postal code']}, {'stack': 'count_*', 'as': ['stack_count_Origin1', 'stack_count_Origin2'], 'offset': 'normalize', 'sort': [{'field': 'segment', 'order': 'ascending'}]}, {'joinaggregate': [{'op': 'min', 'field': 'stack_count_Origin1', 'as': 'x'}, {'op': 'max', 'field': 'stack_count_Origin2', 'as': 'x2'}], 'groupby': ['segment']}, {'stack': 'count_*', 'groupby': ['segment'], 'as': ['y', 'y2'], 'offset': 'normalize', 'sort': [{'field': 'postal code', 'order': 'ascending'}]}], 'mark': {'type': 'rect'}, 'encoding': {'x': {'field': 'x', 'type': 'quantitative', 'axis': None}, 'x2': {'field': 'x2'}, 'y': {'field': 'y', 'type': 'quantitative', 'axis': None}, 'y2': {'field': 'y2'}, 'color': {'field': 'segment', 'type': 'nominal'}, 'opacity': {'field': 'postal code', 'type': 'quantitative', 'legend': None}, 'tooltip': [{'field': 'segment', 'type': 'nominal'}, {'field': 'postal code', 'type': 'quantitative'}]}, 'data': {'url': 'SampleSuperstore.json'}}",samplesuperstore,exp-111,exp-111
