id,utterance,dataset,gt,gtId,maintable,dataset2
VIS_2053,"Give me the comparison about ID over the meter_700 by a bar chart, sort by the y-axis in desc.",swimming_swimmer,"{'data': {'url': 'swimmer.csv'}, 'encoding': {'x': {'field': 'meter_700', 'type': 'ordinal', 'sort': '-y'}, 'y': {'field': 'id', 'type': 'quantitative'}}, 'transform': [], 'mark': 'bar'}",VIS_2053,swimming_swimmer,VIS_2053
VIS_1484,"Find  All_Home and  Team_ID , and group by attribute ACC_Road, and visualize them by a bar chart.",university_basketball_basketball_match,"{'data': {'url': 'basketball_match.csv'}, 'encoding': {'x': {'field': 'all_home', 'type': 'nominal'}, 'y': {'field': 'team_id', 'type': 'quantitative'}, 'color': {'field': 'acc_road', 'type': 'nominal'}}, 'transform': [], 'mark': 'bar'}",VIS_1484,university_basketball_basketball_match,VIS_1484
VIS_4949,"what are the different budget type codes, and how many documents are there for each?, could you order in ascending by the the total number please?",cre_docs_and_epenses_documents_with_expenses,"{'data': {'url': 'documents_with_expenses.csv'}, 'encoding': {'x': {'field': 'budget_type_code', 'type': 'ordinal', 'sort': 'y'}, 'y': {'aggregate': 'count', 'type': 'quantitative'}}, 'transform': [], 'mark': 'bar'}",VIS_4949,cre_docs_and_epenses_documents_with_expenses,VIS_4949
VIS_2098,"What is the highest price of product, grouped by product type? Show a bar chart.",department_store_products,"{'data': {'url': 'products.csv'}, 'encoding': {'x': {'field': 'product_type_code', 'type': 'nominal'}, 'y': {'aggregate': 'max', 'type': 'quantitative', 'field': 'product_price'}}, 'transform': [], 'mark': 'bar'}",VIS_2098,department_store_products,VIS_2098
VIS_551,Visualize the relationship between  address_id and  monthly_rental .,behavior_monitoring_student_addresses,"{'data': {'url': 'student_addresses.csv'}, 'encoding': {'x': {'field': 'address_id', 'type': 'ordinal', 'sort': '-y'}, 'y': {'field': 'monthly_rental', 'type': 'quantitative'}}, 'transform': [], 'mark': 'point'}",VIS_551,behavior_monitoring_student_addresses,VIS_551
VIS_2030,Compare the distribution of the players' gender using a bar chart.,riding_club_player,"{'data': {'url': 'player.csv'}, 'encoding': {'x': {'field': 'gender', 'type': 'nominal'}, 'y': {'aggregate': 'count', 'type': 'quantitative', 'field': 'gender'}}, 'transform': [], 'mark': 'bar'}",VIS_2030,riding_club_player,VIS_2030
VIS_4460,A pie chart showing the number of results of the battles when the bulgarian commander is not 'Boril'.,battle_death_battle,"{'data': {'url': 'battle.csv'}, 'encoding': {'theta': {'aggregate': 'count', 'field': 'result', 'type': 'quantitative'}, 'color': {'field': 'result', 'type': 'nominal'}}, 'transform': [{'filter': ""datum.bulgarian_commander != 'Boril'""}], 'mark': 'arc'}",VIS_4460,battle_death_battle,VIS_4460
VIS_1635,"What is the total number of each fate? Give me the result in a bar graph, display x-axis in descending order.",ship_mission_mission,"{'data': {'url': 'mission.csv'}, 'encoding': {'x': {'field': 'fate', 'type': 'nominal', 'sort': 'descending'}, 'y': {'aggregate': 'count', 'type': 'quantitative', 'field': 'fate'}}, 'transform': [], 'mark': 'bar'}",VIS_1635,ship_mission_mission,VIS_1635
VIS_5998,"Show the names and total passengers for all train stations not in London with a bar chart, rank by the total number in asc.",train_station_station,"{'data': {'url': 'station.csv'}, 'encoding': {'x': {'field': 'name', 'type': 'ordinal', 'sort': 'y'}, 'y': {'field': 'total_passengers', 'type': 'quantitative'}}, 'transform': [{'filter': ""datum.location != 'London'""}], 'mark': 'bar'}",VIS_5998,train_station_station,VIS_5998
VIS_5477,Compare the total number of journalist with different nationality using a bar chart.,news_report_journalist,"{'data': {'url': 'journalist.csv'}, 'encoding': {'x': {'field': 'nationality', 'type': 'nominal'}, 'y': {'aggregate': 'count', 'type': 'quantitative', 'field': 'nationality'}}, 'transform': [], 'mark': 'bar'}",VIS_5477,news_report_journalist,VIS_5477
VIS_6272,"How old is each gender, on average Plot them as bar chart, and rank from high to low by the gender.",network_2_person,"{'data': {'url': 'person.csv'}, 'encoding': {'x': {'field': 'gender', 'type': 'nominal', 'sort': 'descending'}, 'y': {'aggregate': 'mean', 'type': 'quantitative', 'field': 'age'}}, 'transform': [], 'mark': 'bar'}",VIS_6272,network_2_person,VIS_6272
VIS_4364,"Display a bar chart for how many students are from each city, and which cities have more than one cities?, and I want to order by the Y-axis from low to high.",dorm_1_student,"{'data': {'url': 'student.csv'}, 'encoding': {'x': {'field': 'city_code', 'type': 'ordinal', 'sort': 'y'}, 'y': {'aggregate': 'count', 'type': 'quantitative'}}, 'transform': [], 'mark': 'bar'}",VIS_4364,dorm_1_student,VIS_4364
VIS_726,"Give me a bar chart for charge_amount of each charge type, could you list by the x axis in asc?",dog_kennels_charges,"{'data': {'url': 'charges.csv'}, 'encoding': {'x': {'field': 'charge_type', 'type': 'nominal', 'sort': 'ascending'}, 'y': {'field': 'charge_amount', 'type': 'quantitative'}}, 'transform': [], 'mark': 'bar'}",VIS_726,dog_kennels_charges,VIS_726
VIS_3786,What about the average amounts of payments by each method code? You can give me a bar chart.,insurance_policies_payments,"{'data': {'url': 'payments.csv'}, 'encoding': {'x': {'field': 'payment_method_code', 'type': 'nominal'}, 'y': {'aggregate': 'mean', 'type': 'quantitative', 'field': 'amount_payment'}}, 'transform': [], 'mark': 'bar'}",VIS_3786,insurance_policies_payments,VIS_3786
VIS_3296,Show all card type codes and the number of cards in each type in a pie chart.,customers_card_transactions_customers_cards,"{'data': {'url': 'customers_cards.csv'}, 'encoding': {'theta': {'aggregate': 'count', 'type': 'quantitative'}, 'color': {'field': 'card_type_code', 'type': 'nominal'}}, 'transform': [], 'mark': 'arc'}",VIS_3296,customers_card_transactions_customers_cards,VIS_3296
VIS_6852,"Show me about the distribution of Is_full_time and the average of Shop_ID , and group by attribute Is_full_time in a bar chart, show in ascending by the Y.",employee_hire_evaluation_hiring,"{'data': {'url': 'hiring.csv'}, 'encoding': {'x': {'field': 'is_full_time', 'type': 'ordinal', 'sort': 'y'}, 'y': {'aggregate': 'mean', 'type': 'quantitative', 'field': 'shop_id'}}, 'transform': [], 'mark': 'bar'}",VIS_6852,employee_hire_evaluation_hiring,VIS_6852
VIS_2415,"Create a bar chart showing the total number across police force, and sort by the X from low to high please.",county_public_safety_county_public_safety,"{'data': {'url': 'county_public_safety.csv'}, 'encoding': {'x': {'field': 'police_force', 'type': 'nominal', 'sort': 'ascending'}, 'y': {'aggregate': 'count', 'type': 'quantitative'}}, 'transform': [], 'mark': 'bar'}",VIS_2415,county_public_safety_county_public_safety,VIS_2415
VIS_5094,"Visualize a bar chart for what is the number of their teams in elimination?, order in ascending by the y axis please.",wrestler_elimination,"{'data': {'url': 'elimination.csv'}, 'encoding': {'x': {'field': 'team', 'type': 'ordinal', 'sort': 'y'}, 'y': {'aggregate': 'count', 'type': 'quantitative', 'field': 'team'}}, 'transform': [], 'mark': 'bar'}",VIS_5094,wrestler_elimination,VIS_5094
VIS_6381,"A bar chart about the number of end dates for incidents with incident type code ""NOISE""?, order by the X-axis in desc.",behavior_monitoring_behavior_incident,"{'data': {'url': 'behavior_incident.csv'}, 'encoding': {'x': {'field': 'date_incident_end', 'type': 'ordinal', 'sort': 'descending'}, 'y': {'aggregate': 'count', 'type': 'quantitative', 'field': 'date_incident_end'}}, 'transform': [{'filter': 'datum.incident_type_code == ""NOISE""'}], 'mark': 'bar'}",VIS_6381,behavior_monitoring_behavior_incident,VIS_6381
VIS_4555,"Show different citizenship of singers and the number of singers of each citizenship Plot them as bar chart, could you sort by the x-axis in asc please?",singer_singer,"{'data': {'url': 'singer.csv'}, 'encoding': {'x': {'field': 'citizenship', 'type': 'nominal', 'sort': 'ascending'}, 'y': {'aggregate': 'count', 'type': 'quantitative'}}, 'transform': [], 'mark': 'bar'}",VIS_4555,singer_singer,VIS_4555
VIS_6691,"How many players played each position Plot them as bar chart, and could you display y axis from high to low order?",match_season_match_season,"{'data': {'url': 'match_season.csv'}, 'encoding': {'x': {'field': 'position', 'type': 'ordinal', 'sort': '-y'}, 'y': {'aggregate': 'count', 'type': 'quantitative'}}, 'transform': [], 'mark': 'bar'}",VIS_6691,match_season_match_season,VIS_6691
VIS_5584,"What is the id and weight of every pet who is older than 1, rank y axis in ascending order.",pets_1_pets,"{'data': {'url': 'pets.csv'}, 'encoding': {'x': {'field': 'petid', 'type': 'ordinal', 'sort': 'y'}, 'y': {'field': 'weight', 'type': 'quantitative'}}, 'transform': [{'filter': 'datum.pet_age > 1.0'}], 'mark': 'bar'}",VIS_5584,pets_1_pets,VIS_5584
VIS_1210,"Show different types of ships and the number of ships of each type in a bar chart, display y-axis in desc order.",ship_mission_ship,"{'data': {'url': 'ship.csv'}, 'encoding': {'x': {'field': 'type', 'type': 'ordinal', 'sort': '-y'}, 'y': {'aggregate': 'count', 'type': 'quantitative'}}, 'transform': [], 'mark': 'bar'}",VIS_1210,ship_mission_ship,VIS_1210
VIS_3306,"Bar graph, the X-axis is the pet types and the Y-axis is their max pet age, and list Y in asc order.",pets_1_pets,"{'data': {'url': 'pets.csv'}, 'encoding': {'x': {'field': 'pettype', 'type': 'ordinal', 'sort': 'y'}, 'y': {'aggregate': 'max', 'type': 'quantitative', 'field': 'pet_age'}}, 'transform': [], 'mark': 'bar'}",VIS_3306,pets_1_pets,VIS_3306
VIS_3365,"Show different teams of technicians and the number of technicians in each team, list by the bar in desc.",machine_repair_technician,"{'data': {'url': 'technician.csv'}, 'encoding': {'x': {'field': 'team', 'type': 'nominal', 'sort': 'descending'}, 'y': {'aggregate': 'count', 'type': 'quantitative'}}, 'transform': [], 'mark': 'bar'}",VIS_3365,machine_repair_technician,VIS_3365
VIS_2999,Find all the ids and dates of the logs for the problem whose id is 10. Plot them as bar chart.,tracking_software_problems_problem_log,"{'data': {'url': 'problem_log.csv'}, 'encoding': {'x': {'field': 'log_entry_date', 'type': 'ordinal'}, 'y': {'field': 'problem_log_id', 'type': 'quantitative'}}, 'transform': [{'filter': 'datum.problem_id == 10.0'}], 'mark': 'bar'}",VIS_2999,tracking_software_problems_problem_log,VIS_2999
VIS_2418,"Create a bar chart showing the total number across party, and order y-axis in asc order.",school_bus_driver,"{'data': {'url': 'driver.csv'}, 'encoding': {'x': {'field': 'party', 'type': 'ordinal', 'sort': 'y'}, 'y': {'aggregate': 'count', 'type': 'quantitative'}}, 'transform': [], 'mark': 'bar'}",VIS_2418,school_bus_driver,VIS_2418
VIS_4232,Which Payments were processed with Visa? List the date and the amount using a bar chart.,insurance_policies_payments,"{'data': {'url': 'payments.csv'}, 'encoding': {'x': {'field': 'date_payment_made', 'type': 'ordinal'}, 'y': {'field': 'amount_payment', 'type': 'quantitative'}}, 'transform': [{'filter': ""datum.payment_method_code == 'Visa'""}], 'mark': 'bar'}",VIS_4232,insurance_policies_payments,VIS_4232
VIS_940,"Please use a bar chart to show the minimum price of the rooms in a different decor, I want to rank by the Y in asc.",inn_1_rooms,"{'data': {'url': 'rooms.csv'}, 'encoding': {'x': {'field': 'decor', 'type': 'ordinal', 'sort': 'y'}, 'y': {'aggregate': 'min', 'type': 'quantitative', 'field': 'baseprice'}}, 'transform': [], 'mark': 'bar'}",VIS_940,inn_1_rooms,VIS_940
VIS_2372,"For those products with a price between 60 and 120, return a bar chart about the distribution of  name and  code .",manufactory_1_products,"{'data': {'url': 'products.csv'}, 'encoding': {'x': {'field': 'name', 'type': 'nominal'}, 'y': {'field': 'code', 'type': 'quantitative'}}, 'transform': [{'filter': {'field': 'price', 'range': [60.0, 120.0]}}], 'mark': 'bar'}",VIS_2372,manufactory_1_products,VIS_2372
VIS_1067,"Bar chart of how many headquarters from each headquarters, could you sort from high to low by the Y-axis?",gas_company_company,"{'data': {'url': 'company.csv'}, 'encoding': {'x': {'field': 'headquarters', 'type': 'ordinal', 'sort': '-y'}, 'y': {'aggregate': 'count', 'type': 'quantitative', 'field': 'headquarters'}}, 'transform': [], 'mark': 'bar'}",VIS_1067,gas_company_company,VIS_1067
VIS_6324,"Show me about the distribution of Start_from and the sum of Shop_ID , and group by attribute Is_full_time and bin start_from by weekday in a bar chart, and sort y axis in asc order.",employee_hire_evaluation_hiring,"{'data': {'url': 'hiring.csv'}, 'encoding': {'x': {'field': 'start_from', 'type': 'ordinal', 'timeUnit': 'day', 'sort': 'y'}, 'y': {'aggregate': 'sum', 'type': 'quantitative', 'field': 'shop_id'}, 'color': {'field': 'is_full_time', 'type': 'nominal'}}, 'transform': [], 'mark': 'bar'}",VIS_6324,employee_hire_evaluation_hiring,VIS_6324
VIS_1895,Find the maximum age for each type of pet. Return the result with a bar chart.,pets_1_pets,"{'data': {'url': 'pets.csv'}, 'encoding': {'x': {'field': 'pettype', 'type': 'nominal'}, 'y': {'aggregate': 'max', 'type': 'quantitative', 'field': 'pet_age'}}, 'transform': [], 'mark': 'bar'}",VIS_1895,pets_1_pets,VIS_1895
VIS_6347,"For each type of store, how many of them are there Plot them as bar chart, and sort from low to high by the X.",store_product_store,"{'data': {'url': 'store.csv'}, 'encoding': {'x': {'field': 'type', 'type': 'nominal', 'sort': 'ascending'}, 'y': {'aggregate': 'count', 'type': 'quantitative'}}, 'transform': [], 'mark': 'bar'}",VIS_6347,store_product_store,VIS_6347
VIS_1004,"For those employees whose salary is in the range of 8000 and 12000 and commission is not null or department number does not equal to 40, visualize a bar chart about the distribution of hire_date and the sum of salary bin hire_date by time, and could you display by the y axis from low to high?",hr_1_employees,"{'data': {'url': 'employees.csv'}, 'encoding': {'x': {'field': 'hire_date', 'type': 'ordinal', 'timeUnit': 'month', 'sort': 'y'}, 'y': {'aggregate': 'sum', 'type': 'quantitative', 'field': 'salary'}}, 'transform': [{'filter': {'or': [{'and': [{'field': 'salary', 'range': [8000.0, 12000.0]}, 'datum.commission_pct != ""null""']}, 'datum.department_id != 40.0']}}], 'mark': 'bar'}",VIS_1004,hr_1_employees,VIS_1004
VIS_670,"Return a bar chart about the distribution of meter_200 and the amount of meter_200 , and group by attribute meter_200, and order in descending by the total number please.",swimming_swimmer,"{'data': {'url': 'swimmer.csv'}, 'encoding': {'x': {'field': 'meter_200', 'type': 'ordinal', 'sort': '-y'}, 'y': {'aggregate': 'count', 'type': 'quantitative', 'field': 'meter_200'}}, 'transform': [], 'mark': 'bar'}",VIS_670,swimming_swimmer,VIS_670
VIS_4317,Find the number of classes offered for all class rooms that held at least 2 classes. Show the proportion.,college_1_class,"{'data': {'url': 'class.csv'}, 'encoding': {'theta': {'aggregate': 'count', 'type': 'quantitative'}, 'color': {'field': 'class_room', 'type': 'nominal'}}, 'transform': [], 'mark': 'arc'}",VIS_4317,college_1_class,VIS_4317
VIS_5114,"Give me the comparison about the average of monthly_rental over the  date_address_to , and group by attribute other_details and bin date_address_to by time by a bar chart.",behavior_monitoring_student_addresses,"{'data': {'url': 'student_addresses.csv'}, 'encoding': {'x': {'field': 'date_address_to', 'type': 'ordinal', 'timeUnit': 'month', 'sort': '-y'}, 'y': {'aggregate': 'mean', 'type': 'quantitative', 'field': 'monthly_rental'}, 'color': {'field': 'other_details', 'type': 'nominal'}}, 'transform': [], 'mark': 'bar'}",VIS_5114,behavior_monitoring_student_addresses,VIS_5114
VIS_1390,"Show all distinct product categories along with the number of mailshots in each category Visualize by bar chart, and could you sort in ascending by the x-axis please?",customers_campaigns_ecommerce_mailshot_campaigns,"{'data': {'url': 'mailshot_campaigns.csv'}, 'encoding': {'x': {'field': 'product_category', 'type': 'nominal', 'sort': 'ascending'}, 'y': {'aggregate': 'count', 'type': 'quantitative'}}, 'transform': [], 'mark': 'bar'}",VIS_1390,customers_campaigns_ecommerce_mailshot_campaigns,VIS_1390
